Date,Timestamp,ISO8601,Elevation (meter),Vertical Accuracy (meter),Cumulative Distance (meter),GPS Segment,Since start (second)
07:54:22.999,1781160862.999,2026-06-11T07:54:22.999+0100,9.518,0.690,1828.073,2,691.765
07:54:23.999,1781160863.999,2026-06-11T07:54:23.999+0100,9.514,0.690,1830.842,2,692.765
07:54:24.999,1781160864.999,2026-06-11T07:54:24.999+0100,9.510,0.690,1833.751,2,693.765
07:54:25.999,1781160865.999,2026-06-11T07:54:25.999+0100,9.506,0.690,1837.749,2,694.765
07:54:26.999,1781160866.999,2026-06-11T07:54:26.999+0100,9.502,0.690,1841.748,2,695.765
07:54:27.999,1781160867.999,2026-06-11T07:54:27.999+0100,9.496,0.690,1845.204,2,696.765
07:54:28.999,1781160868.999,2026-06-11T07:54:28.999+0100,9.490,0.690,1848.248,2,697.765
07:54:29.999,1781160869.999,2026-06-11T07:54:29.999+0100,9.483,0.690,1851.301,2,698.765
07:54:30.999,1781160870.999,2026-06-11T07:54:30.999+0100,9.475,0.690,1854.744,2,699.765
07:54:31.999,1781160871.999,2026-06-11T07:54:31.999+0100,9.467,0.690,1858.188,2,700.765
07:54:32.999,1781160872.999,2026-06-11T07:54:32.999+0100,9.458,0.690,1861.880,2,701.765
07:54:33.999,1781160873.999,2026-06-11T07:54:33.999+0100,9.449,0.690,1865.846,2,702.765
07:54:34.999,1781160874.999,2026-06-11T07:54:34.999+0100,9.440,0.690,1869.812,2,703.765
07:54:35.999,1781160875.999,2026-06-11T07:54:35.999+0100,9.430,0.690,1873.421,2,704.765
07:54:36.999,1781160876.999,2026-06-11T07:54:36.999+0100,9.420,0.690,1877.002,2,705.765
07:54:37.999,1781160877.999,2026-06-11T07:54:37.999+0100,9.409,0.690,1880.451,2,706.765
07:54:38.999,1781160878.999,2026-06-11T07:54:38.999+0100,9.398,0.690,1883.685,2,707.765
07:54:39.999,1781160879.999,2026-06-11T07:54:39.999+0100,9.385,0.690,1886.919,2,708.765
07:54:40.999,1781160880.999,2026-06-11T07:54:40.999+0100,9.372,0.690,1890.297,2,709.765
07:54:41.999,1781160881.999,2026-06-11T07:54:41.999+0100,9.357,0.690,1893.704,2,710.765
07:54:42.999,1781160882.999,2026-06-11T07:54:42.999+0100,9.341,0.690,1897.335,2,711.765
07:54:43.999,1781160883.999,2026-06-11T07:54:43.999+0100,9.323,0.690,1901.521,2,712.765
07:54:44.999,1781160884.999,2026-06-11T07:54:44.999+0100,9.302,0.690,1905.707,2,713.765
07:54:45.999,1781160885.999,2026-06-11T07:54:45.999+0100,9.280,0.690,1909.027,2,714.765
07:54:46.999,1781160886.999,2026-06-11T07:54:46.999+0100,9.256,0.690,1912.044,2,715.765
07:54:47.999,1781160887.999,2026-06-11T07:54:47.999+0100,9.232,0.690,1915.152,2,716.765
07:54:48.999,1781160888.999,2026-06-11T07:54:48.999+0100,9.210,0.690,1918.635,2,717.765
07:54:49.999,1781160889.999,2026-06-11T07:54:49.999+0100,9.190,0.690,1922.119,2,718.765
07:54:50.999,1781160890.999,2026-06-11T07:54:50.999+0100,9.173,0.690,1925.677,2,719.765
07:54:51.999,1781160891.999,2026-06-11T07:54:51.999+0100,9.159,0.690,1929.275,2,720.765
07:54:52.999,1781160892.999,2026-06-11T07:54:52.999+0100,9.148,0.690,1932.921,2,721.765
07:54:53.999,1781160893.999,2026-06-11T07:54:53.999+0100,9.138,0.690,1936.992,2,722.765
07:54:54.999,1781160894.999,2026-06-11T07:54:54.999+0100,9.130,0.690,1941.063,2,723.765
07:54:55.999,1781160895.999,2026-06-11T07:54:55.999+0100,9.122,0.690,1944.845,2,724.765
07:54:56.999,1781160896.999,2026-06-11T07:54:56.999+0100,9.113,0.690,1948.393,2,725.765
07:54:57.999,1781160897.999,2026-06-11T07:54:57.999+0100,9.105,0.690,1951.941,2,726.765
07:54:58.999,1781160898.999,2026-06-11T07:54:58.999+0100,9.096,0.690,1955.345,2,727.765
07:54:59.999,1781160899.999,2026-06-11T07:54:59.999+0100,9.088,0.690,1958.749,2,728.765
07:55:00.999,1781160900.999,2026-06-11T07:55:00.999+0100,9.080,0.690,1962.119,2,729.765
07:55:01.999,1781160901.999,2026-06-11T07:55:01.999+0100,9.073,0.690,1965.448,2,730.765
07:55:02.999,1781160902.999,2026-06-11T07:55:02.999+0100,9.067,0.690,1968.778,2,731.765
07:55:03.999,1781160903.999,2026-06-11T07:55:03.999+0100,9.063,0.690,1972.175,2,732.765
07:55:04.999,1781160904.999,2026-06-11T07:55:04.999+0100,9.062,0.690,1975.580,2,733.765
07:55:05.999,1781160905.999,2026-06-11T07:55:05.999+0100,9.064,0.690,1979.082,2,734.765
07:55:06.999,1781160906.999,2026-06-11T07:55:06.999+0100,9.069,0.690,1982.755,2,735.765
07:55:07.999,1781160907.999,2026-06-11T07:55:07.999+0100,9.078,0.690,1986.427,2,736.765
07:55:08.999,1781160908.999,2026-06-11T07:55:08.999+0100,9.087,0.690,1989.930,2,737.765
07:55:09.999,1781160909.999,2026-06-11T07:55:09.999+0100,9.098,0.690,1993.397,2,738.765
07:55:10.999,1781160910.999,2026-06-11T07:55:10.999+0100,9.108,0.690,1996.768,2,739.765
07:55:11.999,1781160911.999,2026-06-11T07:55:11.999+0100,9.117,0.690,1999.887,2,740.765
07:55:12.999,1781160912.999,2026-06-11T07:55:12.999+0100,9.125,0.690,2003.007,2,741.765
07:55:13.999,1781160913.999,2026-06-11T07:55:13.999+0100,9.130,0.690,2006.444,2,742.765
07:55:14.999,1781160914.999,2026-06-11T07:55:14.999+0100,9.133,0.690,2010.001,2,743.765
07:55:15.999,1781160915.999,2026-06-11T07:55:15.999+0100,9.132,0.690,2013.600,2,744.765
07:55:16.999,1781160916.999,2026-06-11T07:55:16.999+0100,9.128,0.690,2017.388,2,745.765
07:55:17.999,1781160917.999,2026-06-11T07:55:17.999+0100,9.121,0.690,2021.175,2,746.765
07:55:18.999,1781160918.999,2026-06-11T07:55:18.999+0100,9.112,0.690,2024.898,2,747.765
07:55:19.999,1781160919.999,2026-06-11T07:55:19.999+0100,9.099,0.690,2028.583,2,748.765
07:55:20.999,1781160920.999,2026-06-11T07:55:20.999+0100,9.085,0.690,2032.258,2,749.765
07:55:21.999,1781160921.999,2026-06-11T07:55:21.999+0100,9.070,0.690,2035.831,2,750.765
07:55:22.999,1781160922.999,2026-06-11T07:55:22.999+0100,9.055,0.690,2039.404,2,751.765
07:55:23.999,1781160923.999,2026-06-11T07:55:23.999+0100,9.041,0.690,2042.798,2,752.765
07:55:24.999,1781160924.999,2026-06-11T07:55:24.999+0100,9.028,0.690,2046.039,2,753.765
07:55:25.999,1781160925.999,2026-06-11T07:55:25.999+0100,9.017,0.690,2049.279,2,754.765
07:55:26.999,1781160926.999,2026-06-11T07:55:26.999+0100,9.007,0.690,2053.129,2,755.765
07:55:27.999,1781160927.999,2026-06-11T07:55:27.999+0100,8.998,0.690,2056.984,2,756.765
07:55:28.999,1781160928.999,2026-06-11T07:55:28.999+0100,8.989,0.690,2060.446,2,757.765
07:55:29.999,1781160929.999,2026-06-11T07:55:29.999+0100,8.979,0.690,2063.418,2,758.765
07:55:30.999,1781160930.999,2026-06-11T07:55:30.999+0100,8.966,0.690,2066.390,2,759.765
07:55:31.999,1781160931.999,2026-06-11T07:55:31.999+0100,8.951,0.690,2068.998,2,760.765
07:55:32.999,1781160932.999,2026-06-11T07:55:32.999+0100,8.934,0.690,2071.565,2,761.765
07:55:33.999,1781160933.999,2026-06-11T07:55:33.999+0100,8.915,0.690,2074.240,2,762.765
07:55:34.999,1781160934.999,2026-06-11T07:55:34.999+0100,8.898,0.690,2077.116,2,763.765
07:55:35.999,1781160935.999,2026-06-11T07:55:35.999+0100,8.884,0.690,2079.992,2,764.765
07:55:36.999,1781160936.999,2026-06-11T07:55:36.999+0100,8.875,0.690,2083.196,2,765.765
07:55:37.999,1781160937.999,2026-06-11T07:55:37.999+0100,8.875,0.690,2086.479,2,766.765
07:55:38.999,1781160938.999,2026-06-11T07:55:38.999+0100,8.884,0.690,2089.688,2,767.765
07:55:39.999,1781160939.999,2026-06-11T07:55:39.999+0100,8.903,0.690,2092.680,2,768.765
07:55:40.999,1781160940.999,2026-06-11T07:55:40.999+0100,8.930,0.690,2095.672,2,769.765
07:55:41.999,1781160941.999,2026-06-11T07:55:41.999+0100,8.964,0.690,2098.932,2,770.765
07:55:42.999,1781160942.999,2026-06-11T07:55:42.999+0100,9.002,0.690,2102.301,2,771.765
07:55:43.999,1781160943.999,2026-06-11T07:55:43.999+0100,9.041,0.690,2105.664,2,772.765
07:55:44.999,1781160944.999,2026-06-11T07:55:44.999+0100,9.077,0.690,2108.993,2,773.765
07:55:45.999,1781160945.999,2026-06-11T07:55:45.999+0100,9.109,0.690,2112.322,2,774.765
07:55:46.999,1781160946.999,2026-06-11T07:55:46.999+0100,9.133,0.690,2115.612,2,775.765
07:55:47.999,1781160947.999,2026-06-11T07:55:47.999+0100,9.148,0.690,2118.877,2,776.765
07:55:48.999,1781160948.999,2026-06-11T07:55:48.999+0100,9.156,0.690,2122.180,2,777.765
07:55:49.999,1781160949.999,2026-06-11T07:55:49.999+0100,9.156,0.690,2125.976,2,778.765
07:55:50.999,1781160950.999,2026-06-11T07:55:50.999+0100,9.151,0.690,2129.771,2,779.765
07:55:51.999,1781160951.999,2026-06-11T07:55:51.999+0100,9.143,0.690,2133.272,2,780.765
07:55:52.999,1781160952.999,2026-06-11T07:55:52.999+0100,9.135,0.690,2136.506,2,781.765
07:55:53.999,1781160953.999,2026-06-11T07:55:53.999+0100,9.127,0.690,2139.740,2,782.765
07:55:54.999,1781160954.999,2026-06-11T07:55:54.999+0100,9.123,0.690,2142.920,2,783.765
07:55:55.999,1781160955.999,2026-06-11T07:55:55.999+0100,9.121,0.690,2146.098,2,784.765
07:55:56.999,1781160956.999,2026-06-11T07:55:56.999+0100,9.124,0.690,2149.370,2,785.765
07:55:57.999,1781160957.999,2026-06-11T07:55:57.999+0100,9.133,0.690,2152.767,2,786.765
07:55:58.999,1781160958.999,2026-06-11T07:55:58.999+0100,9.147,0.690,2156.163,2,787.765
07:55:59.999,1781160959.999,2026-06-11T07:55:59.999+0100,9.168,0.690,2159.876,2,788.765
07:56:00.999,1781160960.999,2026-06-11T07:56:00.999+0100,9.197,0.690,2163.631,2,789.765
07:56:01.999,1781160961.999,2026-06-11T07:56:01.999+0100,9.234,0.690,2167.141,2,790.765
07:56:02.999,1781160962.999,2026-06-11T07:56:02.999+0100,9.278,0.690,2170.167,2,791.765
07:56:03.999,1781160963.999,2026-06-11T07:56:03.999+0100,9.329,0.690,2173.193,2,792.765
07:56:04.999,1781160964.999,2026-06-11T07:56:04.999+0100,9.385,0.690,2176.728,2,793.765
07:56:05.999,1781160965.999,2026-06-11T07:56:05.999+0100,9.443,0.690,2180.399,2,794.765
07:56:06.999,1781160966.999,2026-06-11T07:56:06.999+0100,9.501,0.690,2183.903,2,795.765
07:56:07.999,1781160967.999,2026-06-11T07:56:07.999+0100,9.558,0.690,2186.883,2,796.765
07:56:08.999,1781160968.999,2026-06-11T07:56:08.999+0100,9.611,0.690,2189.863,2,797.765
07:56:09.999,1781160969.999,2026-06-11T07:56:09.999+0100,9.661,0.690,2193.278,2,798.765
07:56:10.999,1781160970.999,2026-06-11T07:56:10.999+0100,9.707,0.690,2196.883,2,799.765
07:56:11.999,1781160971.999,2026-06-11T07:56:11.999+0100,9.751,0.690,2200.424,2,800.765
07:56:12.999,1781160972.999,2026-06-11T07:56:12.999+0100,9.792,0.690,2203.608,2,801.765
07:56:13.999,1781160973.999,2026-06-11T07:56:13.999+0100,9.833,0.690,2206.792,2,802.765
07:56:14.999,1781160974.999,2026-06-11T07:56:14.999+0100,9.875,0.690,2210.200,2,803.765
07:56:15.999,1781160975.999,2026-06-11T07:56:15.999+0100,9.916,0.690,2213.755,2,804.765
07:56:16.999,1781160976.999,2026-06-11T07:56:16.999+0100,9.959,0.690,2217.284,2,805.765
07:56:17.999,1781160977.999,2026-06-11T07:56:17.999+0100,10.002,0.690,2220.378,2,806.765
07:56:18.999,1781160978.999,2026-06-11T07:56:18.999+0100,10.044,0.690,2223.472,2,807.765
07:56:19.999,1781160979.999,2026-06-11T07:56:19.999+0100,10.084,0.690,2226.357,2,808.765
07:56:20.999,1781160980.999,2026-06-11T07:56:20.999+0100,10.121,0.690,2229.042,2,809.765
07:56:21.999,1781160981.999,2026-06-11T07:56:21.999+0100,10.152,0.690,2231.726,2,810.765
07:56:22.999,1781160982.999,2026-06-11T07:56:22.999+0100,10.178,0.690,2233.681,2,811.765
07:56:23.999,1781160983.999,2026-06-11T07:56:23.999+0100,10.197,0.690,2235.607,2,812.765
07:56:24.999,1781160984.999,2026-06-11T07:56:24.999+0100,10.211,0.690,2238.845,2,813.765
07:56:25.999,1781160985.999,2026-06-11T07:56:25.999+0100,10.220,0.690,2243.928,2,814.765
07:56:26.999,1781160986.999,2026-06-11T07:56:26.999+0100,10.226,0.690,2249.012,2,815.765
07:56:27.999,1781160987.999,2026-06-11T07:56:27.999+0100,10.233,0.690,2253.077,2,816.765
07:56:28.999,1781160988.999,2026-06-11T07:56:28.999+0100,10.240,0.690,2256.988,2,817.765
07:56:29.999,1781160989.999,2026-06-11T07:56:29.999+0100,10.248,0.690,2260.853,2,818.765
07:56:30.999,1781160990.999,2026-06-11T07:56:30.999+0100,10.257,0.690,2264.622,2,819.765
07:56:31.999,1781160991.999,2026-06-11T07:56:31.999+0100,10.266,0.690,2268.392,2,820.765
07:56:32.999,1781160992.999,2026-06-11T07:56:32.999+0100,10.272,0.690,2271.355,2,821.765
07:56:33.999,1781160993.999,2026-06-11T07:56:33.999+0100,10.275,0.690,2274.083,2,822.765
07:56:34.999,1781160994.999,2026-06-11T07:56:34.999+0100,10.275,0.690,2277.010,2,823.765
07:56:35.999,1781160995.999,2026-06-11T07:56:35.999+0100,10.269,0.690,2280.605,2,824.765
07:56:36.999,1781160996.999,2026-06-11T07:56:36.999+0100,10.261,0.690,2284.199,2,825.765
07:56:37.999,1781160997.999,2026-06-11T07:56:37.999+0100,10.250,0.690,2287.913,2,826.765
07:56:38.999,1781160998.999,2026-06-11T07:56:38.999+0100,10.237,0.690,2291.681,2,827.765
07:56:39.999,1781160999.999,2026-06-11T07:56:39.999+0100,10.225,0.690,2295.289,2,828.765
07:56:40.999,1781161000.999,2026-06-11T07:56:40.999+0100,10.213,0.690,2297.869,2,829.765
07:56:41.999,1781161001.999,2026-06-11T07:56:41.999+0100,10.204,0.690,2300.448,2,830.765
07:56:42.999,1781161002.999,2026-06-11T07:56:42.999+0100,10.196,0.690,2303.805,2,831.765
07:56:43.999,1781161003.999,2026-06-11T07:56:43.999+0100,10.189,0.690,2307.706,2,832.765
07:56:44.999,1781161004.999,2026-06-11T07:56:44.999+0100,10.185,0.690,2311.587,2,833.765
07:56:45.999,1781161005.999,2026-06-11T07:56:45.999+0100,10.182,0.690,2314.983,2,834.765
07:56:46.999,1781161006.999,2026-06-11T07:56:46.999+0100,10.179,0.690,2318.380,2,835.765
07:56:47.999,1781161007.999,2026-06-11T07:56:47.999+0100,10.176,0.690,2321.588,2,836.765
07:56:48.999,1781161008.999,2026-06-11T07:56:48.999+0100,10.172,0.690,2324.603,2,837.765
07:56:49.999,1781161009.999,2026-06-11T07:56:49.999+0100,10.166,0.690,2327.618,2,838.765
07:56:50.999,1781161010.999,2026-06-11T07:56:50.999+0100,10.159,0.690,2331.417,2,839.765
07:56:51.999,1781161011.999,2026-06-11T07:56:51.999+0100,10.151,0.690,2335.260,2,840.765
07:56:52.999,1781161012.999,2026-06-11T07:56:52.999+0100,10.141,0.690,2339.023,2,841.765
07:56:53.999,1781161013.999,2026-06-11T07:56:53.999+0100,10.130,0.690,2342.670,2,842.765
07:56:54.999,1781161014.999,2026-06-11T07:56:54.999+0100,10.119,0.690,2346.317,2,843.765
07:56:55.999,1781161015.999,2026-06-11T07:56:55.999+0100,10.108,0.690,2349.335,2,844.765
07:56:56.999,1781161016.999,2026-06-11T07:56:56.999+0100,10.097,0.690,2352.246,2,845.765
07:56:57.999,1781161017.999,2026-06-11T07:56:57.999+0100,10.086,0.690,2355.364,2,846.765
07:56:58.999,1781161018.999,2026-06-11T07:56:58.999+0100,10.076,0.690,2358.946,2,847.765
07:56:59.999,1781161019.999,2026-06-11T07:56:59.999+0100,10.066,0.690,2362.528,2,848.765
07:57:00.999,1781161020.999,2026-06-11T07:57:00.999+0100,10.058,0.690,2365.653,2,849.765
07:57:01.999,1781161021.999,2026-06-11T07:57:01.999+0100,10.051,0.690,2368.634,2,850.765
07:57:02.999,1781161022.999,2026-06-11T07:57:02.999+0100,10.046,0.690,2371.718,2,851.765
07:57:03.999,1781161023.999,2026-06-11T07:57:03.999+0100,10.042,0.690,2375.181,2,852.765
07:57:04.999,1781161024.999,2026-06-11T07:57:04.999+0100,10.038,0.690,2378.644,2,853.765
07:57:05.999,1781161025.999,2026-06-11T07:57:05.999+0100,10.034,0.690,2382.205,2,854.765
07:57:06.999,1781161026.999,2026-06-11T07:57:06.999+0100,10.029,0.690,2385.815,2,855.765
07:57:07.999,1781161027.999,2026-06-11T07:57:07.999+0100,10.021,0.690,2389.462,2,856.765
07:57:08.999,1781161028.999,2026-06-11T07:57:08.999+0100,10.011,0.690,2393.380,2,857.765
07:57:09.999,1781161029.999,2026-06-11T07:57:09.999+0100,10.000,0.690,2397.297,2,858.765
07:57:10.999,1781161030.999,2026-06-11T07:57:10.999+0100,9.987,0.690,2400.713,2,859.765
07:57:11.999,1781161031.999,2026-06-11T07:57:11.999+0100,9.973,0.690,2403.757,2,860.765
07:57:12.999,1781161032.999,2026-06-11T07:57:12.999+0100,9.961,0.690,2406.825,2,861.765
07:57:13.999,1781161033.999,2026-06-11T07:57:13.999+0100,9.949,0.690,2410.745,2,862.765
07:57:14.999,1781161034.999,2026-06-11T07:57:14.999+0100,9.938,0.690,2414.666,2,863.765
07:57:15.999,1781161035.999,2026-06-11T07:57:15.999+0100,9.928,0.690,2418.340,2,864.765
07:57:16.999,1781161036.999,2026-06-11T07:57:16.999+0100,9.919,0.690,2421.747,2,865.765
07:57:17.999,1781161037.999,2026-06-11T07:57:17.999+0100,9.909,0.690,2425.154,2,866.765
07:57:18.999,1781161038.999,2026-06-11T07:57:18.999+0100,9.897,0.690,2428.383,2,867.765
07:57:19.999,1781161039.999,2026-06-11T07:57:19.999+0100,9.883,0.690,2431.599,2,868.765
07:57:20.999,1781161040.999,2026-06-11T07:57:20.999+0100,9.867,0.690,2435.171,2,869.765
07:57:21.999,1781161041.999,2026-06-11T07:57:21.999+0100,9.848,0.690,2439.305,2,870.765
07:57:22.999,1781161042.999,2026-06-11T07:57:22.999+0100,9.827,0.690,2443.440,2,871.765
07:57:23.999,1781161043.999,2026-06-11T07:57:23.999+0100,9.804,0.690,2446.836,2,872.765
07:57:24.999,1781161044.999,2026-06-11T07:57:24.999+0100,9.780,0.690,2450.092,2,873.765
07:57:25.999,1781161045.999,2026-06-11T07:57:25.999+0100,9.756,0.690,2453.337,2,874.765
07:57:26.999,1781161046.999,2026-06-11T07:57:26.999+0100,9.732,0.690,2456.553,2,875.765
07:57:27.999,1781161047.999,2026-06-11T07:57:27.999+0100,9.709,0.690,2459.770,2,876.765
07:57:28.999,1781161048.999,2026-06-11T07:57:28.999+0100,9.687,0.690,2463.373,2,877.765
07:57:29.999,1781161049.999,2026-06-11T07:57:29.999+0100,9.667,0.690,2467.107,2,878.765
07:57:30.999,1781161050.999,2026-06-11T07:57:30.999+0100,9.647,0.690,2470.644,2,879.765
07:57:31.999,1781161051.999,2026-06-11T07:57:31.999+0100,9.630,0.690,2473.388,2,880.765
07:57:32.999,1781161052.999,2026-06-11T07:57:32.999+0100,9.614,0.690,2476.133,2,881.765
07:57:33.999,1781161053.999,2026-06-11T07:57:33.999+0100,9.600,0.690,2479.597,2,882.765
07:57:34.999,1781161054.999,2026-06-11T07:57:34.999+0100,9.587,0.690,2483.443,2,883.765
07:57:35.999,1781161055.999,2026-06-11T07:57:35.999+0100,9.575,0.690,2487.240,2,884.765
07:57:36.999,1781161056.999,2026-06-11T07:57:36.999+0100,9.563,0.690,2490.628,2,885.765
07:57:37.999,1781161057.999,2026-06-11T07:57:37.999+0100,9.550,0.690,2494.016,2,886.765
07:57:38.999,1781161058.999,2026-06-11T07:57:38.999+0100,9.537,0.690,2497.338,2,887.765
07:57:39.999,1781161059.999,2026-06-11T07:57:39.999+0100,9.522,0.690,2500.607,2,888.765
07:57:40.999,1781161060.999,2026-06-11T07:57:40.999+0100,9.507,0.690,2503.881,2,889.765
07:57:41.999,1781161061.999,2026-06-11T07:57:41.999+0100,9.490,0.690,2507.454,2,890.765
07:57:42.999,1781161062.999,2026-06-11T07:57:42.999+0100,9.473,0.690,2511.028,2,891.765
07:57:43.999,1781161063.999,2026-06-11T07:57:43.999+0100,9.456,0.690,2514.491,2,892.765
07:57:44.999,1781161064.999,2026-06-11T07:57:44.999+0100,9.439,0.690,2517.829,2,893.765
07:57:45.999,1781161065.999,2026-06-11T07:57:45.999+0100,9.423,0.690,2521.167,2,894.765
07:57:46.999,1781161066.999,2026-06-11T07:57:46.999+0100,9.408,0.690,2525.153,2,895.765
07:57:47.999,1781161067.999,2026-06-11T07:57:47.999+0100,9.395,0.690,2529.196,2,896.765
07:57:48.999,1781161068.999,2026-06-11T07:57:48.999+0100,9.382,0.690,2532.894,2,897.765
07:57:49.999,1781161069.999,2026-06-11T07:57:49.999+0100,9.371,0.690,2536.013,2,898.765
07:57:50.999,1781161070.999,2026-06-11T07:57:50.999+0100,9.362,0.690,2539.131,2,899.765
07:57:51.999,1781161071.999,2026-06-11T07:57:51.999+0100,9.352,0.690,2542.307,2,900.765
07:57:52.999,1781161072.999,2026-06-11T07:57:52.999+0100,9.344,0.690,2545.494,2,901.765
07:57:53.999,1781161073.999,2026-06-11T07:57:53.999+0100,9.335,0.690,2548.798,2,902.765
07:57:54.999,1781161074.999,2026-06-11T07:57:54.999+0100,9.327,0.690,2552.403,2,903.765
07:57:55.999,1781161075.999,2026-06-11T07:57:55.999+0100,9.319,0.690,2556.009,2,904.765
07:57:56.999,1781161076.999,2026-06-11T07:57:56.999+0100,9.311,0.690,2559.144,2,905.765
07:57:57.999,1781161077.999,2026-06-11T07:57:57.999+0100,9.304,0.690,2562.107,2,906.765
07:57:58.999,1781161078.999,2026-06-11T07:57:58.999+0100,9.298,0.690,2565.266,2,907.765
07:57:59.999,1781161079.999,2026-06-11T07:57:59.999+0100,9.294,0.690,2569.282,2,908.765
07:58:00.999,1781161080.999,2026-06-11T07:58:00.999+0100,9.290,0.690,2573.298,2,909.765
07:58:01.999,1781161081.999,2026-06-11T07:58:01.999+0100,9.287,0.690,2576.774,2,910.765
07:58:02.999,1781161082.999,2026-06-11T07:58:02.999+0100,9.282,0.690,2579.946,2,911.765
07:58:03.999,1781161083.999,2026-06-11T07:58:03.999+0100,9.276,0.690,2583.054,2,912.765
07:58:04.999,1781161084.999,2026-06-11T07:58:04.999+0100,9.266,0.690,2585.545,2,913.765
07:58:05.999,1781161085.999,2026-06-11T07:58:05.999+0100,9.252,0.690,2588.036,2,914.765
07:58:06.999,1781161086.999,2026-06-11T07:58:06.999+0100,9.236,0.690,2590.891,2,915.765
07:58:07.999,1781161087.999,2026-06-11T07:58:07.999+0100,9.217,0.690,2594.049,2,916.765
07:58:08.999,1781161088.999,2026-06-11T07:58:08.999+0100,9.197,0.690,2597.207,2,917.765
07:58:09.999,1781161089.999,2026-06-11T07:58:09.999+0100,9.178,0.690,2599.393,2,918.765
07:58:10.999,1781161090.999,2026-06-11T07:58:10.999+0100,9.162,0.690,2601.578,2,919.765
07:58:11.999,1781161091.999,2026-06-11T07:58:11.999+0100,9.148,0.690,2604.401,2,920.765
07:58:12.999,1781161092.999,2026-06-11T07:58:12.999+0100,9.138,0.690,2607.995,2,921.765
07:58:13.999,1781161093.999,2026-06-11T07:58:13.999+0100,9.130,0.690,2611.588,2,922.765
07:58:14.999,1781161094.999,2026-06-11T07:58:14.999+0100,9.122,0.690,2615.274,2,923.765
07:58:15.999,1781161095.999,2026-06-11T07:58:15.999+0100,9.115,0.690,2618.970,2,924.765
07:58:16.999,1781161096.999,2026-06-11T07:58:16.999+0100,9.105,0.690,2622.604,2,925.765
07:58:17.999,1781161097.999,2026-06-11T07:58:17.999+0100,9.092,0.690,2626.130,2,926.765
07:58:18.999,1781161098.999,2026-06-11T07:58:18.999+0100,9.076,0.690,2629.655,2,927.765
07:58:19.999,1781161099.999,2026-06-11T07:58:19.999+0100,9.056,0.690,2632.920,2,928.765
07:58:20.999,1781161100.999,2026-06-11T07:58:20.999+0100,9.034,0.690,2636.125,2,929.765
07:58:21.999,1781161101.999,2026-06-11T07:58:21.999+0100,9.010,0.690,2639.344,2,930.765
07:58:22.999,1781161102.999,2026-06-11T07:58:22.999+0100,8.984,0.690,2642.604,2,931.765
07:58:23.999,1781161103.999,2026-06-11T07:58:23.999+0100,8.959,0.690,2645.863,2,932.765
07:58:24.999,1781161104.999,2026-06-11T07:58:24.999+0100,8.934,0.690,2649.504,2,933.765
07:58:25.999,1781161105.999,2026-06-11T07:58:25.999+0100,8.911,0.690,2653.294,2,934.765
07:58:26.999,1781161106.999,2026-06-11T07:58:26.999+0100,8.891,0.690,2656.978,2,935.765
07:58:27.999,1781161107.999,2026-06-11T07:58:27.999+0100,8.874,0.690,2660.157,2,936.765
07:58:28.999,1781161108.999,2026-06-11T07:58:28.999+0100,8.862,0.690,2663.335,2,937.765
07:58:29.999,1781161109.999,2026-06-11T07:58:29.999+0100,8.853,0.690,2666.620,2,938.765
07:58:30.999,1781161110.999,2026-06-11T07:58:30.999+0100,8.848,0.690,2669.968,2,939.765
07:58:31.999,1781161111.999,2026-06-11T07:58:31.999+0100,8.844,0.690,2673.335,2,940.765
07:58:32.999,1781161112.999,2026-06-11T07:58:32.999+0100,8.841,0.690,2676.927,2,941.765
07:58:33.999,1781161113.999,2026-06-11T07:58:33.999+0100,8.838,0.690,2680.519,2,942.765
07:58:34.999,1781161114.999,2026-06-11T07:58:34.999+0100,8.835,0.690,2684.016,2,943.765
07:58:35.999,1781161115.999,2026-06-11T07:58:35.999+0100,8.829,0.690,2687.428,2,944.765
07:58:36.999,1781161116.999,2026-06-11T07:58:36.999+0100,8.823,0.690,2690.841,2,945.765
07:58:37.999,1781161117.999,2026-06-11T07:58:37.999+0100,8.814,0.690,2694.693,2,946.765
07:58:38.999,1781161118.999,2026-06-11T07:58:38.999+0100,8.805,0.690,2698.551,2,947.765
07:58:39.999,1781161119.999,2026-06-11T07:58:39.999+0100,8.794,0.690,2702.327,2,948.765
07:58:40.999,1781161120.999,2026-06-11T07:58:40.999+0100,8.784,0.690,2705.998,2,949.765
07:58:41.999,1781161121.999,2026-06-11T07:58:41.999+0100,8.774,0.690,2709.669,2,950.765
07:58:42.999,1781161122.999,2026-06-11T07:58:42.999+0100,8.764,0.690,2713.033,2,951.765
07:58:43.999,1781161123.999,2026-06-11T07:58:43.999+0100,8.756,0.690,2716.360,2,952.765
07:58:44.999,1781161124.999,2026-06-11T07:58:44.999+0100,8.748,0.690,2719.611,2,953.765
07:58:45.999,1781161125.999,2026-06-11T07:58:45.999+0100,8.742,0.690,2722.716,2,954.765
07:58:46.999,1781161126.999,2026-06-11T07:58:46.999+0100,8.738,0.690,2725.821,2,955.765
07:58:47.999,1781161127.999,2026-06-11T07:58:47.999+0100,8.735,0.690,2729.394,2,956.765
07:58:48.999,1781161128.999,2026-06-11T07:58:48.999+0100,8.735,0.690,2733.085,2,957.765
07:58:49.999,1781161129.999,2026-06-11T07:58:49.999+0100,8.736,0.690,2736.778,2,958.765
